Event.Date,Location,Country,Aircraft.Category,Make,Model,Injury.Severity,Aircraft.damage,Number.of.Engines,Engine.Type,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,severe_injuries,total_injuries,estimated_passengers,fatal_injury_rate,serious_injury_rate
2011-10-10,"Diamond, WA",United States,Airplane,LUDWIG LARRY E,BUSHMAN,Non-Fatal,Substantial,1.0,Reciprocating,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.5
2011-10-10,"Warrenton, VA",United States,Airplane,CESSNA,182A,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-10,"Skwentna, AK",United States,Airplane,PIPER,PA-18,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-10,"Phillipsburg, KS",United States,Airplane,CESSNA,210F,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-10,"Antalya, Turkey",Turkey,Airplane,BOEING,737,Unknown,Minor,2.0,Turbo Fan,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-11,"Englewood, CO",United States,Airplane,CIRRUS DESIGN CORP,SR20,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-11,"Traverse City, MI",United States,Airplane,Peck,Zodiac 601XL,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
2011-10-11,"Madera, CA",United States,Airplane,COMBS DALE B,RV-4,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-12,"Lafayette, IN",United States,Airplane,LEARJET INC,60,Non-Fatal,Substantial,2.0,Turbo Fan,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-12,"Hollywood, FL",United States,Airplane,SOCATA,TBM 700,Non-Fatal,Substantial,1.0,Turbo Prop,0.0,2.0,0.0,2.0,2.0,3.0,0.0,0.6666666666666666
2011-10-12,"Skiatook, OK",United States,Airplane,CESSNA,182A,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-12,"Cornelius, OR",United States,Airplane,CESSNA,172P,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-12,"Gainesville, FL",United States,Airplane,CESSNA,182L,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-12,"Zelienople, PA",United States,Airplane,MAULE,MX-7-180C,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-13,"San Rafael, CA",United States,Airplane,SPINK ROBERT M,PIETENPOL AIRCAMPER,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-13,"San Diego, CA",United States,Airplane,GREAT LAKES,2T-1A,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-13,"Moncks Corner, SC",United States,Airplane,CESSNA,150F,Fatal,Substantial,1.0,Reciprocating,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0
2011-10-14,"Ramona, CA",United States,Airplane,CESSNA,170B,Non-Fatal,Substantial,1.0,Reciprocating,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.5
2011-10-14,"Ozark, MO",United States,Airplane,Cessna,172P,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-14,"Breaux Bridge, LA",United States,Airplane,Michael Cans,RV-8,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-14,"Fort Worth, TX",United States,Helicopter,HUGHES,269A,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-14,"Amurrio, Spain",Spain,Airplane,DIAMOND,DA20,Fatal,Substantial,1.0,Reciprocating,2.0,0.0,0.0,2.0,2.0,3.0,0.6666666666666666,0.0
2011-10-14,"Petit-Beauregard, Eswatini",Eswatini,Airplane,PIPER,PA-28-140,Fatal,Destroyed,1.0,Reciprocating,2.0,0.0,0.0,2.0,2.0,3.0,0.6666666666666666,0.0
2011-10-15,"Houston, MS",United States,Airplane,CESSNA,180H,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-15,"Susanville, CA",United States,Airplane,MILLER,AVID FLYER,Non-Fatal,Substantial,1.0,Reciprocating,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.5
2011-10-15,"Deland, FL",United States,Airplane,PIPER,PA-18-150,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-15,"Santa Rosa, Venezuela",Venezuela,Helicopter,BELL,412,Non-Fatal,Substantial,1.0,Unknown,0.0,5.0,1.0,5.0,6.0,7.0,0.0,0.7142857142857143
2011-10-15,"Radnor, OH",United States,Airplane,PIPER,PA-28-235,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-15,"Daytona Beach, FL",United States,Airplane,CESSNA,172S,Non-Fatal,Unknown,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-16,"Daggett, CA",United States,Airplane,BEECH,E33,Fatal,Substantial,1.0,Reciprocating,3.0,0.0,0.0,3.0,3.0,4.0,0.75,0.0
2011-10-16,"Guthrie, OK",United States,Airplane,PIPER,PA-28-140,Fatal,Substantial,1.0,Reciprocating,1.0,1.0,1.0,2.0,3.0,4.0,0.25,0.25
2011-10-16,"Moriarty, NM",United States,Airplane,WACO CLASSIC AIRCRAFT,YMF-F5C,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-16,"Terrell, TX",United States,Airplane,JANTZEN,EVANS VP,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
2011-10-16,"Mebane, NC",United States,Airplane,ENGINEERING & RESEARCH,415-C,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-16,"Las Vegas, NV",United States,Airplane,CZECH AIRCRAFT WORKS SPOL SRO,SPORTCRUISER,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-17,"Danbury, CT",United States,Airplane,CIRRUS DESIGN CORP,SR22,Fatal,Substantial,1.0,Reciprocating,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0
2011-10-17,"Williamsburg, VA",United States,Airplane,CESSNA,R172K,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-17,"Newnan, GA",United States,Airplane,DIAMOND AIRCRAFT IND INC,DA 20-C1,Non-Fatal,Substantial,1.0,Reciprocating,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.5
2011-10-17,"Berkley, MA",United States,Airplane,American Champion Aircraft,7AC,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
2011-10-17,"Watertown, WI",United States,Airplane,PIPER,PA-28R-200,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-17,"Atlanta, GA",United States,Airplane,CESSNA,172F,Non-Fatal,Substantial,1.0,Reciprocating,0.0,1.0,1.0,1.0,2.0,3.0,0.0,0.3333333333333333
2011-10-17,"Covington, LA",United States,Airplane,CESSNA,172N,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-17,"Grantham, NC",United States,Airplane,FEHLNER-SHELTON,AEROSPORT SCAMP WTB1,Non-Fatal,Substantial,1.0,Reciprocating,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.5
2011-10-18,"Brookings, SD",United States,Airplane,PIPER,PA-18-150,Non-Fatal,Substantial,1.0,Reciprocating,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.5
2011-10-18,"Massey, MD",United States,Airplane,MOYES BAILEY,DRAGONFLY,Non-Fatal,Substantial,1.0,Reciprocating,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.5
2011-10-18,"Woodrow, WV",United States,Airplane,GRAFF WILBUR C,BEARHAWK,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-18,"Phoenix, AZ",United States,Airplane,BEECH,D17S,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-20,"Karachi, Pakistan",Pakistan,Airplane,PIPER,PA-34-220T,Non-Fatal,Substantial,2.0,Unknown,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-20,"New York, NY",United States,Airplane,BOEING,767-2B7,Non-Fatal,Unknown,2.0,Turbo Jet,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
2011-10-20,"Wolverton, MN",United States,Airplane,AVIAT INC,A-1,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-21,"Paso Robles, CA",United States,Airplane,PIPER,PA46R,Non-Fatal,Substantial,1.0,Reciprocating,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.5
2011-10-21,"Hibbing, MN",United States,Airplane,Houts,Avid Mark IV,Non-Fatal,Substantial,1.0,Reciprocating,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.5
2011-10-22,"Washington, GA",United States,Airplane,BERGER MICHAEL A,WAIEX,Fatal,Substantial,1.0,Reciprocating,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0
2011-10-22,"Aniak, AK",United States,Airplane,BELLANCA,7GCBC,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-22,"Portage, AK",United States,Airplane,PIPER,PA-18-150,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-22,"Manassas, VA",United States,Airplane,AERONCA,7AC,Non-Fatal,Substantial,1.0,Reciprocating,0.0,2.0,0.0,2.0,2.0,3.0,0.0,0.6666666666666666
2011-10-23,"West Chicago, IL",United States,Airplane,Cessna,210J,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-23,"Dyersburg, TN",United States,Airplane,PIPER,PA-18-135,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-23,"Detroit, MI",United States,Airplane,BOEING,747-451,Non-Fatal,Minor,4.0,Turbo Jet,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-23,"Lexington, NC",United States,Airplane,ELKIND BRUCE,COZY MK IV,Fatal,Substantial,1.0,Reciprocating,1.0,0.0,1.0,1.0,2.0,3.0,0.3333333333333333,0.0
2011-10-23,"Veracruz, Mexico",Mexico,Airplane,CESSNA,210G,Fatal,Substantial,1.0,Reciprocating,2.0,0.0,0.0,2.0,2.0,3.0,0.6666666666666666,0.0
2011-10-23,"Columbia, MS",United States,Airplane,BEECH,C23,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-23,"Atlanta, GA",United States,Airplane,BOMBARDIER,CL600 2C10,Non-Fatal,Unknown,2.0,Turbo Fan,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-24,"Carrollton, TX",United States,Airplane,CIRRUS DESIGN CORP,SR22T,Fatal,Substantial,1.0,Reciprocating,1.0,0.0,2.0,1.0,3.0,4.0,0.25,0.0
2011-10-24,"Pueblo, CO",United States,Airplane,DIAMOND AIRCRAFT IND INC,DA 20-C1,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-24,"West Fargo, ND",United States,Airplane,Piper,PA-18-150,Non-Fatal,Substantial,1.0,Reciprocating,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.5
2011-10-24,"McAlpin, FL",United States,Airplane,AIR TRACTOR INC,AT-301,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-24,"Faro, Portugal",Portugal,Airplane,BOEING,737 - 800,Non-Fatal,Substantial,1.0,Unknown,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-25,"St. Paul, OR",United States,Airplane,PIPER,PA-44-180,Fatal,Substantial,2.0,Reciprocating,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0
2011-10-25,"Lebanon, OH",United States,Airplane,ENGINEERING & RESEARCH,415-C,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-26,"Fort Worth, TX",United States,Airplane,HAWKER BEECHCRAFT,76,Non-Fatal,Substantial,2.0,Reciprocating,0.0,0.0,3.0,0.0,3.0,4.0,0.0,0.0
2011-10-27,"Colusa, CA",United States,Helicopter,MCDONNELL DOUGLAS,500D,Non-Fatal,Substantial,1.0,Turbo Shaft,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.5
2011-10-27,"Lexington, OR",United States,Airplane,CESSNA,182R,Fatal,Substantial,1.0,Reciprocating,1.0,0.0,1.0,1.0,2.0,3.0,0.3333333333333333,0.0
2011-10-28,"Prineville, OR",United States,Airplane,CESSNA,185,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-28,"Smoketown, PA",United States,Airplane,CESSNA,172F,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
2011-10-28,"Toulouse, France",France,Airplane,Piper,PA-31T,Fatal,Substantial,2.0,Turbo Prop,3.0,0.0,1.0,3.0,4.0,5.0,0.6,0.0
2011-10-28,"Nani, Kenya",Kenya,Airplane,BOEING,777 - 200,Unknown,Unknown,1.0,Unknown,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-29,"Miami, FL",United States,Airplane,INTERPLANE S R O,SKYBOY,Fatal,Substantial,1.0,Reciprocating,2.0,0.0,0.0,2.0,2.0,3.0,0.6666666666666666,0.0
2011-10-29,"Vienna, OH",United States,Airplane,BROCHETTI LOUIS,PIETENPOL AIRCAMPER,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
2011-10-30,"Iliamna, AK",United States,Helicopter,EUROCOPTER,AS 350 B2,Fatal,Destroyed,1.0,Turbo Shaft,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0
2011-10-30,"Folkston, GA",United States,Airplane,TACCHI TORELLO F,VANS AIRCRAFT RV10,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-30,"Florence, MT",United States,Airplane,CESSNA,172K,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-30,"Grangeville, ID",United States,Airplane,PIPER,PA-18-150,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-30,"Branson West, MO",United States,Airplane,CESSNA,182K,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-30,"Grangeville, ID",United States,Airplane,PIPER,PA-18-150,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-10-31,"Key West, FL",United States,Airplane,GULFSTREAM,G150,Non-Fatal,Substantial,2.0,Turbo Fan,0.0,3.0,1.0,3.0,4.0,5.0,0.0,0.6
2011-11-01,"Taylorsville, GA",United States,Airplane,ECKENRODE CARL J,VANS RV-6,Fatal,Substantial,1.0,Reciprocating,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0
2011-11-01,"Hebron, IL",United States,Airplane,NUSBAUM,VAQUERO,Non-Fatal,Unknown,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-11-01,"Pompano Beach, FL",United States,Airplane,CESSNA,172N,Non-Fatal,Substantial,1.0,Reciprocating,0.0,2.0,0.0,2.0,2.0,3.0,0.0,0.6666666666666666
2011-11-01,"Borger, TX",United States,Airplane,DOWNER,BELLANCA 14-19-2,Non-Fatal,Substantial,1.0,Reciprocating,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.5
2011-11-01,"Warsaw, Poland",Poland,Airplane,BOEING,767,Non-Fatal,Substantial,1.0,Unknown,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-11-02,"Kahlotus, WA",United States,Airplane,AYRES CORPORATION,S2R-600,Non-Fatal,Substantial,1.0,Turbo Prop,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
2011-11-02,"Chesterfield, VA",United States,Airplane,BEECH,F33A,Non-Fatal,Substantial,1.0,Reciprocating,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.5
2011-11-02,"Frederick, MD",United States,Airplane,CESSNA,172R,Non-Fatal,Substantial,1.0,Reciprocating,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.5
2011-11-02,"Kapuskasing, Canada",Canada,Helicopter,BELL,206L,Fatal,Substantial,1.0,Unknown,3.0,0.0,0.0,3.0,3.0,4.0,0.75,0.0
2011-11-03,"Key West, FL",United States,Airplane,CESSNA,550,Non-Fatal,Minor,2.0,Turbo Fan,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-11-03,"Noblesville, IN",United States,Helicopter,EUROCOPTER,EC 130 B4,Non-Fatal,Substantial,1.0,Turbo Shaft,0.0,6.0,0.0,6.0,6.0,7.0,0.0,0.8571428571428571
2011-11-03,"Fort Lauderdale, FL",United States,Airplane,CESSNA,182T,Non-Fatal,Minor,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-11-03,"Munich, Germany",Germany,Airplane,BOEING,777,Non-Fatal,Minor,2.0,Unknown,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-11-04,"Woodward, OK",United States,Airplane,SILVAIRE,LUSCOMBE 8F,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-11-04,"Quibdo, Colombia",Colombia,Airplane,CESSNA,402,Non-Fatal,Minor,2.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-11-05,"Williston, FL",United States,Airplane,BEECH,D-45,Fatal,Substantial,1.0,Reciprocating,2.0,0.0,0.0,2.0,2.0,3.0,0.6666666666666666,0.0
2011-11-05,"West Palm Beach, FL",United States,Helicopter,ROBINSON HELICOPTER,R22 BETA,Non-Fatal,Substantial,1.0,Reciprocating,0.0,2.0,0.0,2.0,2.0,3.0,0.0,0.6666666666666666
2011-11-05,"Whitefield, NH",United States,Airplane,STINSON,108-3,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-11-05,"Okeechobee, FL",United States,Airplane,SIAI-MARCHETTI,S205-22R,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-11-06,"Yucca Valley, CA",United States,Airplane,BEECH,A36,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-11-06,"Abingdon, VA",United States,Airplane,SIGMON HARVEY E,VANS RV 6,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-11-07,"Kwigillingok, AK",United States,Airplane,CESSNA,207A,Non-Fatal,Substantial,1.0,Reciprocating,0.0,3.0,0.0,3.0,3.0,4.0,0.0,0.75
2011-11-07,"Lake Havasu City, AZ",United States,Airplane,CESSNA,182Q,Fatal,Substantial,1.0,Reciprocating,3.0,0.0,0.0,3.0,3.0,4.0,0.75,0.0
2011-11-08,"San Diego, CA",United States,Helicopter,BELL,47D1,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-11-08,"Williams, CA",United States,Airplane,AIR TRACTOR INC,AT-602,Non-Fatal,Substantial,1.0,Turbo Prop,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-11-08,"Cheyenne, WY",United States,Airplane,PIPER,PA-31T,Non-Fatal,Substantial,2.0,Turbo Prop,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-11-08,"Kissimmee, FL",United States,Airplane,CESSNA,172RG,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-11-09,"San Carlos, AZ",United States,Airplane,CASLER SCOTT,CX-4,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-11-09,"Nashua, NH",United States,Airplane,GRENIER RAYMOND,VANS AIRCRAFT RV-8,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-11-09,"Lyon Bron, France",France,Airplane,SOCATA,TBM 700,Fatal,Substantial,1.0,Turbo Prop,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0
2011-11-10,"Pukoo, HI",United States,Helicopter,EUROCOPTER,EC 130 B4,Fatal,Substantial,1.0,Turbo Shaft,5.0,0.0,0.0,5.0,5.0,6.0,0.8333333333333334,0.0
2011-11-10,"Alamosa, CO",United States,Airplane,CESSNA,337G,Fatal,Destroyed,2.0,Reciprocating,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0
2011-11-10,"College Station, TX",United States,Airplane,BEECH,95-B55 (T42A),Non-Fatal,Substantial,2.0,Reciprocating,0.0,2.0,0.0,2.0,2.0,3.0,0.0,0.6666666666666666
2011-11-10,"Minneapolis, MN",United States,Airplane,AIRBUS INDUSTRIE,A320 211,Non-Fatal,Substantial,2.0,Turbo Fan,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-11-10,"Cottens, Eswatini",Eswatini,Airplane,PIPER,PA-31,Fatal,Destroyed,1.0,Reciprocating,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0
2011-11-11,"Sturgis, SD",United States,Airplane,CESSNA,172M,Fatal,Substantial,1.0,Reciprocating,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0
2011-11-11,"Connersville, IN",United States,Airplane,BEECH,58,Non-Fatal,Substantial,2.0,Reciprocating,0.0,2.0,0.0,2.0,2.0,3.0,0.0,0.6666666666666666
2011-11-11,"Snohomish, WA",United States,Airplane,CESSNA,180H,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-11-11,"Delta Junction, AK",United States,Airplane,BELLANCA,8GCBC,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-11-11,"Meteropolitana, Chile",Chile,Airplane,PIPER,PA-25,Non-Fatal,Substantial,1.0,Unknown,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-11-11,"Kissimmee, FL",United States,Airplane,NORTH AMERICAN,SNJ-6,Non-Fatal,Unknown,1.0,Reciprocating,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
2011-11-12,"Eau Claire, WI",United States,Airplane,CESSNA,180,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-11-12,"Gladewater, TX",United States,Airplane,CESSNA,401A,Non-Fatal,Substantial,2.0,Reciprocating,0.0,4.0,1.0,4.0,5.0,6.0,0.0,0.6666666666666666
2011-11-12,"Phoenix, AZ",United States,Airplane,CESSNA,172S,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-11-12,"Alexandria, MN",United States,Airplane,CESSNA,182J,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-11-12,"Andratx, Spain",Spain,Helicopter,HUGHES,500,Fatal,Substantial,1.0,Turbo Shaft,2.0,0.0,0.0,2.0,2.0,3.0,0.6666666666666666,0.0
2011-11-12,"Cuiaba, Brazil",Brazil,Airplane,CESSNA,210,Fatal,Substantial,1.0,Unknown,4.0,0.0,0.0,4.0,4.0,5.0,0.8,0.0
2011-11-13,"Boynton Beach, FL",United States,Airplane,CIRRUS DESIGN CORP,SR22,Fatal,Substantial,1.0,Reciprocating,2.0,0.0,0.0,2.0,2.0,3.0,0.6666666666666666,0.0
2011-11-13,"Carbondale, IL",United States,Helicopter,MESSERSCHMITT-BOLKOW-BLOHM,BK 117 B-2,Non-Fatal,Substantial,2.0,Turbo Shaft,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-11-13,"Katowice, Poland",Poland,Airplane,CIRRUS,SR22,Fatal,Substantial,1.0,Reciprocating,4.0,0.0,0.0,4.0,4.0,5.0,0.8,0.0
2011-11-14,"Cayman Brac, Cayman Islands",Cayman Islands,Airplane,CESSNA,210,Fatal,Substantial,1.0,Reciprocating,2.0,0.0,0.0,2.0,2.0,3.0,0.6666666666666666,0.0
2011-11-14,"Gleisweiler, Germany",Germany,Airplane,CIRRUS DESIGN CORP,SR22,Fatal,Substantial,1.0,Reciprocating,2.0,0.0,0.0,2.0,2.0,3.0,0.6666666666666666,0.0
2011-11-14,"Woodburn, OR",United States,Helicopter,BELL,206B,Non-Fatal,Substantial,1.0,Turbo Shaft,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
2011-11-15,"Grand Canyon, AZ",United States,Helicopter,WILLIAMS HELICOPTER CORP,UH-1H,Non-Fatal,Substantial,1.0,Turbo Shaft,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
2011-11-15,"Baker, CA",United States,Airplane,AMERICAN CHAMPION AIRCRAFT,7GCAA,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-11-15,"Elkhart Lake, WI",United States,Airplane,BEECH,S35,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-11-16,"Flint, MI",United States,Airplane,PIAGGIO AERO INDUSTRIES SPA,P180,Non-Fatal,Substantial,2.0,Turbo Prop,0.0,4.0,0.0,4.0,4.0,5.0,0.0,0.8
2011-11-17,"Perryville, AR",United States,Airplane,PIPER,PA-28-180,Fatal,Substantial,1.0,Reciprocating,4.0,0.0,0.0,4.0,4.0,5.0,0.8,0.0
2011-11-17,"Clinton, AR",United States,Airplane,JUVE RICHARD G,ZODIAC CH601 HDS,Non-Fatal,Substantial,1.0,Reciprocating,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0
